$PUBX,0,190203,5131.81148,N,8.79675,W,92.741,G3,4.9,6,0.03,0,-0.022,,2.97,3.82,3.54,6,0,0*66
$PUBX,0,190204,5131.81153,N,8.79671,W,92.968,G3,4.7,5.9,0.015,0,-0.021,,1.86,3.22,2.76,7,0,0*63
$PUBX,0,190205,5131.81145,N,8.79668,W,93.461,G3,4.5,5.6,0.026,0,-0.028,,1.86,3.22,2.76,7,0,0*6C
$PUBX,0,190206,5131.81128,N,8.7967,W,93.912,G3,4.3,5.4,0.037,0,-0.032,,1.86,3.22,2.76,7,0,0*6B
$PUBX,0,190207,5131.8112,N,8.79677,W,94.163,G3,4.2,5.3,0.038,0,-0.034,,1.86,3.22,2.76,7,0,0*63
$PUBX,0,190208,5131.81107,N,8.79688,W,94.566,G3,4,5.2,0.056,0,-0.041,,1.86,3.22,2.76,7,0,0*61
$PUBX,0,190209,5131.81101,N,8.79692,W,94.739,G3,3.9,5,0.053,0,-0.04,,1.86,3.22,2.76,7,0,0*6D
$PUBX,0,190210,5131.81092,N,8.79693,W,94.94,G3,3.8,4.9,0.06,0,-0.041,,1.86,3.22,2.76,7,0,0*67
$PUBX,0,190211,5131.81087,N,8.79693,W,94.991,G3,3.7,4.9,0.059,0,-0.039,,1.86,3.22,2.76,7,0,0*64
$PUBX,0,190212,5131.8109,N,8.79689,W,94.7,G3,3.7,4.8,0.047,0,-0.03,,1.86,3.22,2.76,7,0,0*6B
$PUBX,0,190213,5131.81086,N,8.79693,W,94.729,G3,3.7,4.9,0.056,0,-0.03,,1.86,3.22,2.76,7,0,0*6C
$PUBX,0,190214,5131.81086,N,8.79684,W,94.57,G3,3.7,5,0.053,0,-0.018,,1.86,3.22,2.76,7,0,0*64
$PUBX,0,190215,5131.81078,N,8.79665,W,94.617,G3,3.7,4.9,0.136,0,-0.05,,1.86,3.22,2.76,7,0,0*6F
$PUBX,0,190216,5131.81078,N,8.79657,W,94.199,G3,3.6,4.8,0.152,0,-0.043,,1.86,3.22,2.76,7,0,0*6C
$PUBX,0,190217,5131.81087,N,8.79651,W,93.613,G3,3.5,4.7,0.132,0,-0.023,,1.86,3.23,2.76,7,0,0*64
$PUBX,0,190218,5131.8109,N,8.79643,W,93.529,G3,3.5,4.7,0.121,0,-0.016,,1.86,3.23,2.76,7,0,0*60
$PUBX,0,190219,5131.81087,N,8.79643,W,93.398,G3,3.5,4.7,0.117,0,-0.013,,1.86,3.23,2.76,7,0,0*6B
$PUBX,0,190220,5131.81084,N,8.79641,W,93.253,G3,3.5,4.8,0.116,0,-0.008,,1.86,3.23,2.76,7,0,0*62
$PUBX,0,190221,5131.8108,N,8.79637,W,93.109,G3,3.5,4.8,0.118,0,-0.004,,1.86,3.23,2.76,7,0,0*68
$PUBX,0,190222,5131.8108,N,8.79631,W,92.974,G3,3.5,4.8,0.119,0,0,,1.86,3.23,2.76,7,0,0*46
$PUBX,0,190223,5131.81078,N,8.79623,W,92.963,G3,3.5,4.8,0.122,0,0,,1.86,3.23,2.76,7,0,0*4D
$PUBX,0,190224,5131.81077,N,8.79614,W,92.926,G3,3.5,4.8,0.125,0,0.001,,1.86,3.23,2.76,7,0,0*46
$PUBX,0,190225,5131.81076,N,8.79605,W,92.901,G3,3.5,4.9,0.128,0,0.001,,1.86,3.23,2.76,7,0,0*4F
$PUBX,0,190226,5131.81074,N,8.79594,W,92.831,G3,3.5,4.9,0.133,0,0.003,,1.86,3.23,2.76,7,0,0*4F
$PUBX,0,190227,5131.81073,N,8.79583,W,92.792,G3,3.5,4.9,0.138,0,0.004,,1.86,3.23,2.76,7,0,0*45
$PUBX,0,190228,5131.81076,N,8.79571,W,92.741,G3,3.5,4.9,0.142,0,0.005,,1.86,3.23,2.76,7,0,0*40
$PUBX,0,190229,5131.81079,N,8.79559,W,92.731,G3,3.5,4.9,0.145,0,0.005,,1.86,3.23,2.77,7,0,0*45
$PUBX,0,190230,5131.81086,N,8.79546,W,92.669,G3,3.5,4.9,0.149,0,0.007,,1.86,3.23,2.77,7,0,0*41
$PUBX,0,190231,5131.81096,N,8.79529,W,92.571,G3,3.5,5,0.157,0,0.01,,1.85,3.23,2.77,7,0,0*40
$PUBX,0,190232,5131.81105,N,8.79512,W,92.469,G3,3.5,5,0.165,0,0.012,,1.85,3.23,2.77,7,0,0*4B
$PUBX,0,190233,5131.81112,N,8.795,W,92.356,G3,3.5,5,0.173,0,0.015,,1.85,3.23,2.77,7,0,0*44
$PUBX,0,190234,5131.81118,N,8.79491,W,92.133,G3,3.5,5,0.177,0,0.018,,1.77,2.25,1.93,8,0,0*44
$PUBX,0,190235,5131.81127,N,8.79485,W,91.813,G3,3.5,4.9,0.179,0,0.024,,1.77,2.25,1.93,8,0,0*4D
$PUBX,0,190236,5131.81134,N,8.79484,W,91.588,G3,3.5,4.8,0.175,0,0.028,,1.77,2.25,1.93,8,0,0*43
$PUBX,0,190237,5131.81141,N,8.79485,W,91.285,G3,3.5,4.7,0.173,0,0.034,,1.77,2.25,1.93,8,0,0*4F
$PUBX,0,190238,5131.81146,N,8.7949,W,91.114,G3,3.5,4.6,0.166,0,0.037,,1.77,2.25,1.93,8,0,0*4E
$PUBX,0,190239,5131.81149,N,8.79493,W,90.948,G3,3.4,4.6,0.16,0,0.039,,1.77,2.25,1.93,8,0,0*4A
$PUBX,0,190240,5131.8115,N,8.79495,W,90.932,G3,3.4,4.5,0.154,0,0.037,,1.77,2.25,1.93,8,0,0*4D
$PUBX,0,190241,5131.81149,N,8.79501,W,90.91,G3,3.4,4.4,0.146,0,0.037,,1.77,2.25,1.93,8,0,0*4A
$PUBX,0,190242,5131.81147,N,8.79506,W,91.026,G3,3.4,4.3,0.137,0,0.033,,1.77,2.25,1.93,8,0,0*48
$PUBX,0,190243,5131.8114,N,8.79515,W,91.25,G3,3.3,4.3,0.125,0,0.028,,1.77,2.24,1.93,8,0,0*40
$PUBX,0,190244,5131.81134,N,8.79526,W,91.409,G3,3.3,4.2,0.111,0,0.024,,1.77,2.24,1.93,8,0,0*44
$PUBX,0,190245,5131.81127,N,8.79537,W,91.6,G3,3.3,4.2,0.097,0,0.02,,1.77,2.24,1.93,8,0,0*47
$PUBX,0,190246,5131.81114,N,8.79561,W,91.787,G3,3.2,4.1,0.074,0,0.017,,1.77,2.24,1.93,8,0,0*42
$PUBX,0,190247,5131.81109,N,8.79576,W,91.729,G3,3.2,4.1,0.06,0,0.018,,1.77,2.24,1.93,8,0,0*47
$PUBX,0,190248,5131.81101,N,8.79599,W,91.611,G3,3.1,4,0.044,0,0.02,,1.77,2.24,1.92,8,0,0*45
$PUBX,0,190249,5131.81096,N,8.79619,W,91.461,G3,3,3.9,0.031,0,0.023,,1.77,2.24,1.92,8,0,0*4B
$PUBX,0,190250,5131.811,N,8.79625,W,91.145,G3,3,3.8,0.025,0,0.029,,1.77,2.24,1.92,8,0,0*4F
$PUBX,0,190251,5131.81096,N,8.79648,W,90.98,G3,2.9,3.8,0.011,0,0.032,,1.77,2.24,1.92,8,0,0*4E
$PUBX,0,190252,5131.81091,N,8.79671,W,90.808,G3,2.9,3.7,0.012,0,0.035,,1.77,2.24,1.92,8,0,0*4A
$PUBX,0,190253,5131.81099,N,8.79676,W,90.407,G3,2.9,3.7,0.01,0,0.041,,1.77,2.24,1.92,8,0,0*46
$PUBX,0,190254,5131.81101,N,8.79692,W,90.184,G3,2.8,3.7,0.021,0,0.045,,1.77,2.24,1.92,8,0,0*42
$PUBX,0,190255,5131.81097,N,8.79718,W,90.269,G3,2.8,3.6,0.038,0,0.042,,1.77,2.24,1.92,8,0,0*40
$PUBX,0,190256,5131.81106,N,8.7972,W,89.977,G3,2.8,3.6,0.04,0,0.047,,1.77,2.24,1.92,8,0,0*47
$PUBX,0,190257,5131.81116,N,8.79714,W,89.674,G3,2.7,3.6,0.042,0,0.051,,1.77,2.24,1.92,8,0,0*46
$PUBX,0,190258,5131.81128,N,8.79701,W,89.283,G3,2.7,3.5,0.045,0,0.056,,1.77,2.24,1.92,8,0,0*4F
$PUBX,0,190259,5131.81135,N,8.79682,W,88.991,G3,2.7,3.5,0.045,0,0.06,,1.76,2.24,1.92,8,0,0*45
$PUBX,0,190300,5131.81142,N,8.79665,W,88.628,G3,2.7,3.5,0.051,0,0.064,,1.76,2.24,1.92,8,0,0*4D
$PUBX,0,190301,5131.81145,N,8.79654,W,88.39,G3,2.7,3.5,0.054,0,0.067,,1.76,2.24,1.92,8,0,0*49
$PUBX,0,190302,5131.81151,N,8.79643,W,88.094,G3,2.7,3.5,0.06,0,0.07,,1.76,2.24,1.92,8,0,0*4F
$PUBX,0,190303,5131.81157,N,8.79632,W,87.805,G3,2.7,3.5,0.067,0,0.073,,1.76,2.24,1.92,8,0,0*45
$PUBX,0,190304,5131.8116,N,8.79621,W,87.576,G3,2.7,3.4,0.072,0,0.075,,1.76,2.24,1.92,9,0,0*4F
$PUBX,0,190305,5131.81165,N,8.79606,W,87.283,G3,2.7,3.4,0.079,0,0.078,,1.76,2.24,1.92,8,0,0*44
$PUBX,0,190306,5131.81171,N,8.79587,W,86.951,G3,2.7,3.4,0.09,0,0.082,,1.76,2.24,1.92,8,0,0*4F
$PUBX,0,190307,5131.81176,N,8.79573,W,86.835,G3,2.6,3.3,0.097,0,0.082,,1.76,2.23,1.92,8,0,0*47
$PUBX,0,190308,5131.8118,N,8.79568,W,86.66,G3,2.6,3.3,0.101,0,0.083,,1.76,2.23,1.92,8,0,0*4A
$PUBX,0,190309,5131.81183,N,8.79565,W,86.352,G3,2.6,3.3,0.103,0,0.086,,1.76,2.23,1.92,8,0,0*46
$PUBX,0,190310,5131.81183,N,8.79563,W,86.032,G3,2.6,3.3,0.1,0,0.09,,1.76,2.23,1.92,8,0,0*49
$PUBX,0,190311,5131.81181,N,8.79567,W,85.728,G3,2.6,3.3,0.093,0,0.095,,1.76,2.23,1.92,8,0,0*4F
$PUBX,0,190312,5131.81163,N,8.79591,W,85.731,G3,2.6,3.3,0.057,0,0.092,,1.76,2.23,1.92,8,0,0*4E
$PUBX,0,190313,5131.81131,N,8.7963,W,85.896,G3,2.6,3.3,0.001,0,0.086,,1.76,2.23,1.92,8,0,0*44
$PUBX,0,190314,5131.81108,N,8.79663,W,85.839,G3,2.6,3.3,0.044,0,0.085,,1.76,2.23,1.91,8,0,0*4B
$PUBX,0,190315,5131.81064,N,8.7973,W,85.904,G3,2.6,3.3,0.117,0,0.083,,1.76,2.23,1.91,8,0,0*48
$PUBX,0,190316,5131.8101,N,8.79817,W,86.049,G3,2.6,3.3,0.205,0,0.081,,1.76,2.23,1.91,8,0,0*43
$PUBX,0,190317,5131.80971,N,8.79875,W,85.877,G3,2.6,3.3,0.266,0,0.082,,1.76,2.23,1.91,8,0,0*49
$PUBX,0,190318,5131.80957,N,8.79901,W,85.059,G3,2.6,3.4,0.286,0,0.096,,2.95,3.12,3.01,8,0,0*4E
$PUBX,0,190319,5131.80928,N,8.79932,W,84.784,G3,2.6,3.4,0.323,0,0.099,,2.95,3.12,3.01,8,0,0*40
$PUBX,0,190320,5131.80909,N,8.79971,W,84.088,G3,2.6,3.4,0.351,0,0.11,,2.95,3.12,3.01,8,0,0*40
$PUBX,0,190321,5131.80882,N,8.80019,W,83.421,G3,2.6,3.4,0.389,225.24,0.12,,2.95,3.12,3.01,8,0,0*47
$PUBX,0,190322,5131.8084,N,8.80073,W,83.198,G3,2.6,3.4,0.446,224.3,0.121,,2.95,3.12,3.01,8,0,0*40
$PUBX,0,190323,5131.80768,N,8.8017,W,83.336,G3,2.6,3.4,0.542,223.37,0.116,,1.76,2.23,1.91,8,0,0*47
$PUBX,0,190324,5131.80721,N,8.80239,W,83.047,G3,2.8,3.7,0.594,222.98,0.118,,1.76,2.23,1.91,8,0,0*4A
$PUBX,0,190325,5131.80693,N,8.80294,W,82.821,G3,2.9,3.7,0.626,223.13,0.12,,1.76,2.23,1.91,8,0,0*4F
$PUBX,0,190326,5131.80666,N,8.80348,W,82.58,G3,2.9,3.8,0.654,223.47,0.122,,1.76,2.23,1.91,8,0,0*49
$PUBX,0,190327,5131.80646,N,8.80392,W,82.388,G3,2.8,3.7,0.674,223.87,0.123,,1.76,2.23,1.91,8,0,0*42
$PUBX,0,190328,5131.80626,N,8.80433,W,82.238,G3,2.8,3.6,0.692,224.23,0.123,,1.76,2.23,1.91,8,0,0*4D
$PUBX,0,190329,5131.80601,N,8.8048,W,82.05,G3,2.7,3.5,0.716,224.49,0.124,,1.76,2.23,1.91,8,0,0*47
$PUBX,0,190330,5131.80572,N,8.80526,W,82.05,G3,2.7,3.5,0.741,224.6,0.122,,1.76,2.22,1.91,8,0,0*4B
$PUBX,0,190331,5131.80536,N,8.80576,W,82.083,G3,2.7,3.4,0.773,224.52,0.12,,1.76,2.22,1.91,8,0,0*42
$PUBX,0,190332,5131.80504,N,8.80617,W,82.151,G3,2.6,3.3,0.797,224.32,0.117,,1.76,2.22,1.91,8,0,0*44
$PUBX,0,190333,5131.80446,N,8.80694,W,82.683,G3,2.6,3.4,0.851,224.03,0.107,,1.76,2.22,1.91,8,0,0*40
$PUBX,0,190334,5131.80389,N,8.8077,W,83.138,G3,2.6,3.4,0.903,223.72,0.099,,1.76,2.22,1.91,8,0,0*4F
$PUBX,0,190335,5131.80365,N,8.80804,W,82.985,G3,2.5,3.3,0.919,223.53,0.1,,2.95,3.12,3.01,8,0,0*45
